individual_appno,ecli,itemid
13339/11,ECLI:CE:ECHR:2015:0224JUD001333911,001-152386
13344/11,ECLI:CE:ECHR:2015:0224JUD001334411,001-152385
57252/13,ECLI:CE:ECHR:2015:0224JUD005725213,001-152381
5327/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
5352/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
5364/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
5370/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
5381/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
5389/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
5390/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
13351/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
13353/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
17353/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
17376/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
17396/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
17399/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
17404/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
17418/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
17420/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
17422/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
17427/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
17434/11,ECLI:CE:ECHR:2015:0224JUD000532711,001-152387
25856/07,ECLI:CE:ECHR:2015:0219JUD002585607,001-152680
39331/04,ECLI:CE:ECHR:2015:0219JUD002585607,001-152680
2062/05,ECLI:CE:ECHR:2015:0219JUD002585607,001-152680
13812/05,ECLI:CE:ECHR:2015:0219JUD002585607,001-152680
27146/07,ECLI:CE:ECHR:2015:0219JUD002585607,001-152680
55444/07,ECLI:CE:ECHR:2015:0219JUD002585607,001-152680
25856/07,ECLI:CE:ECHR:2015:0219JUD002585607,001-152251
39331/04,ECLI:CE:ECHR:2015:0219JUD002585607,001-152251
2062/05,ECLI:CE:ECHR:2015:0219JUD002585607,001-152251
13812/05,ECLI:CE:ECHR:2015:0219JUD002585607,001-152251
27146/07,ECLI:CE:ECHR:2015:0219JUD002585607,001-152251
55444/07,ECLI:CE:ECHR:2015:0219JUD002585607,001-152251
27970/12,ECLI:CE:ECHR:2015:0217JUD002797012,001-152540
3373/11,ECLI:CE:ECHR:2015:0217JUD000337311,001-152538
31596/07,ECLI:CE:ECHR:2015:0217JUD003159607,001-152604
47902/08,ECLI:CE:ECHR:2015:0217JUD004790208,001-152620
30361/12,ECLI:CE:ECHR:2015:0217JUD003036112,001-152541
25411/10,ECLI:CE:ECHR:2015:0217JUD002541110,001-152536
27970/12,ECLI:CE:ECHR:2015:0217JUD002797012,001-152246
3373/11,ECLI:CE:ECHR:2015:0217JUD000337311,001-152248
31596/07,ECLI:CE:ECHR:2015:0217JUD003159607,001-152384
47902/08,ECLI:CE:ECHR:2015:0217JUD004790208,001-152383
30361/12,ECLI:CE:ECHR:2015:0217JUD003036112,001-152245
25411/10,ECLI:CE:ECHR:2015:0217JUD002541110,001-152250
42572/09,ECLI:CE:ECHR:2015:0210JUD004257209,001-151003
17986/09,ECLI:CE:ECHR:2015:0210JUD001798609,001-151004
42572/09,ECLI:CE:ECHR:2015:0210JUD004257209,001-152499
17986/09,ECLI:CE:ECHR:2015:0210JUD001798609,001-152495
40618/04,ECLI:CE:ECHR:2015:0205JUD004061804,001-151150
2834/09,ECLI:CE:ECHR:2015:0205JUD000283409,001-151151
52846/09,ECLI:CE:ECHR:2015:0205JUD005284609,001-150789
61099/09,ECLI:CE:ECHR:2015:0205JUD005284609,001-150789
63158/09,ECLI:CE:ECHR:2015:0205JUD005284609,001-150789
66507/09,ECLI:CE:ECHR:2015:0205JUD005284609,001-150789
67088/09,ECLI:CE:ECHR:2015:0205JUD005284609,001-150789
1792/10,ECLI:CE:ECHR:2015:0205JUD005284609,001-150789
9453/10,ECLI:CE:ECHR:2015:0205JUD005284609,001-150789
19065/10,ECLI:CE:ECHR:2015:0205JUD005284609,001-150789
60560/10,ECLI:CE:ECHR:2015:0205JUD005284609,001-150789
40618/04,ECLI:CE:ECHR:2015:0205JUD004061804,001-150784
2834/09,ECLI:CE:ECHR:2015:0205JUD000283409,001-150787
52846/09,ECLI:CE:ECHR:2015:0205JUD005284609,001-151152
61099/09,ECLI:CE:ECHR:2015:0205JUD005284609,001-151152
63158/09,ECLI:CE:ECHR:2015:0205JUD005284609,001-151152
66507/09,ECLI:CE:ECHR:2015:0205JUD005284609,001-151152
67088/09,ECLI:CE:ECHR:2015:0205JUD005284609,001-151152
1792/10,ECLI:CE:ECHR:2015:0205JUD005284609,001-151152
9453/10,ECLI:CE:ECHR:2015:0205JUD005284609,001-151152
19065/10,ECLI:CE:ECHR:2015:0205JUD005284609,001-151152
60560/10,ECLI:CE:ECHR:2015:0205JUD005284609,001-151152
22443/05,ECLI:CE:ECHR:2015:0127JUD002244305,001-151028
22443/05,ECLI:CE:ECHR:2015:0127JUD002244305,001-150642
16086/04,ECLI:CE:ECHR:2015:0115JUD001608604,001-150655
16086/04,ECLI:CE:ECHR:2015:0115JUD001608604,001-150322
7589/12,ECLI:CE:ECHR:2015:0113JUD000758912,001-150624
8024/08,ECLI:CE:ECHR:2015:0113JUD000802408,001-150489
9635/12,ECLI:CE:ECHR:2015:0113JUD000963512,001-150627
7626/12,ECLI:CE:ECHR:2015:0113JUD000762612,001-150625
28237/10,ECLI:CE:ECHR:2015:0113JUD002823710,001-150404
7708/12,ECLI:CE:ECHR:2015:0113JUD000770812,001-150626
7589/12,ECLI:CE:ECHR:2015:0113JUD000758912,001-149208
8024/08,ECLI:CE:ECHR:2015:0113JUD000802408,001-150233
9635/12,ECLI:CE:ECHR:2015:0113JUD000963512,001-149197
7626/12,ECLI:CE:ECHR:2015:0113JUD000762612,001-149200
28237/10,ECLI:CE:ECHR:2015:0113JUD002823710,001-150238
7708/12,ECLI:CE:ECHR:2015:0113JUD000770812,001-149199
64204/10,ECLI:CE:ECHR:2016:1220JUD006420410,001-171258
16476/11,ECLI:CE:ECHR:2016:1220JUD001647611,001-171257
53967/07,ECLI:CE:ECHR:2016:1220JUD005396707,001-192758
47800/09,ECLI:CE:ECHR:2016:1220JUD005396707,001-192758
26292/10,ECLI:CE:ECHR:2016:1220JUD005396707,001-192758
23464/11,ECLI:CE:ECHR:2016:1220JUD005396707,001-192758
32214/11,ECLI:CE:ECHR:2016:1220JUD005396707,001-192758
14721/15,ECLI:CE:ECHR:2016:1220JUD005396707,001-192758
24446/09,ECLI:CE:ECHR:2016:1213JUD002444609,001-171770
17992/09,ECLI:CE:ECHR:2016:1213JUD001799209,001-171758
16108/03,ECLI:CE:ECHR:2016:1208JUD001610803,001-192738
41587/07,ECLI:CE:ECHR:2016:1208JUD001610803,001-192738
42770/07,ECLI:CE:ECHR:2016:1208JUD001610803,001-192738
45841/07,ECLI:CE:ECHR:2016:1208JUD001610803,001-192738
34963/08,ECLI:CE:ECHR:2016:1208JUD001610803,001-192738
46323/08,ECLI:CE:ECHR:2016:1208JUD001610803,001-192738
15165/09,ECLI:CE:ECHR:2016:1208JUD001610803,001-192738
65999/09,ECLI:CE:ECHR:2016:1208JUD001610803,001-192738
46371/14,ECLI:CE:ECHR:2016:1208JUD001610803,001-192738
19517/15,ECLI:CE:ECHR:2016:1208JUD001610803,001-192738
57065/14,ECLI:CE:ECHR:2016:1208JUD005706514,001-205580
36488/08,ECLI:CE:ECHR:2016:1129JUD003648808,001-178632
9636/07,ECLI:CE:ECHR:2016:1124JUD000963607,001-201812
41722/14,ECLI:CE:ECHR:2016:1115JUD004172214,001-174838
7918/07,ECLI:CE:ECHR:2016:1110JUD000791807,001-192747
41468/10,ECLI:CE:ECHR:2016:1108JUD004146810,001-178777
63003/10,ECLI:CE:ECHR:2016:1108JUD006300310,001-174843
20441/11,ECLI:CE:ECHR:2016:1108JUD006300310,001-174843
3931/14,ECLI:CE:ECHR:2016:1108JUD006300310,001-174843
32883/08,ECLI:CE:ECHR:2016:1108JUD003288308,001-174841
60670/11,ECLI:CE:ECHR:2016:1020JUD006067011,001-176349
64387/12,ECLI:CE:ECHR:2016:1020JUD006067011,001-176349
19451/04,ECLI:CE:ECHR:2016:1020JUD001945104,001-181515
41402/05,ECLI:CE:ECHR:2016:1020JUD001945104,001-181515
5622/06,ECLI:CE:ECHR:2016:1020JUD001945104,001-181515
8747/06,ECLI:CE:ECHR:2016:1020JUD001945104,001-181515
8790/06,ECLI:CE:ECHR:2016:1020JUD001945104,001-181515
10473/06,ECLI:CE:ECHR:2016:1020JUD001945104,001-181515
15153/06,ECLI:CE:ECHR:2016:1020JUD001945104,001-181515
42373/06,ECLI:CE:ECHR:2016:1020JUD001945104,001-181515
6018/12,ECLI:CE:ECHR:2016:1020JUD000601812,001-176332
72264/12,ECLI:CE:ECHR:2016:1020JUD000601812,001-176332
2592/07,ECLI:CE:ECHR:2016:1020JUD000259207,001-181516
9017/07,ECLI:CE:ECHR:2016:1020JUD000259207,001-181516
54449/10,ECLI:CE:ECHR:2016:1020JUD000259207,001-181516
23954/11,ECLI:CE:ECHR:2016:1020JUD000259207,001-181516
2240/12,ECLI:CE:ECHR:2016:1020JUD000224012,001-176356
7911/12,ECLI:CE:ECHR:2016:1020JUD000224012,001-176356
44703/12,ECLI:CE:ECHR:2016:1020JUD000224012,001-176356
2337/04,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
25482/04,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
26485/04,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
28121/04,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
32099/06,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
40757/06,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
47515/06,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
30883/07,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
23243/08,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
45244/08,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
35783/09,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
37240/09,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
61891/09,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
65865/09,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
10460/10,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
48595/10,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
74375/10,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
6692/12,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
9633/12,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
56627/12,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
29229/13,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
41128/13,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
76265/13,ECLI:CE:ECHR:2016:1020JUD000233704,001-176056
236/12,ECLI:CE:ECHR:2016:1018JUD000023612,001-176348
20264/12,ECLI:CE:ECHR:2016:1018JUD002026412,001-176340
43355/11,ECLI:CE:ECHR:2016:1018JUD004335511,001-176357
47351/06,ECLI:CE:ECHR:2016:1013JUD004735106,001-192756
41501/08,ECLI:CE:ECHR:2016:1011JUD004150108,001-174837
17282/09,ECLI:CE:ECHR:2016:1006JUD001728209,001-176057
38319/14,ECLI:CE:ECHR:2016:1006JUD001728209,001-176057
45632/14,ECLI:CE:ECHR:2016:1006JUD001728209,001-176057
4801/13,ECLI:CE:ECHR:2016:1006JUD000480113,001-205581
33704/09,ECLI:CE:ECHR:2016:1006JUD003370409,001-205578
18183/09,ECLI:CE:ECHR:2016:1004JUD001818309,001-176058
76928/11,ECLI:CE:ECHR:2016:1004JUD007692811,001-176333
27018/06,ECLI:CE:ECHR:2016:1004JUD002701806,001-176059
67856/14,ECLI:CE:ECHR:2016:0927JUD006785614,001-174848
69282/14,ECLI:CE:ECHR:2016:0927JUD006785614,001-174848
70253/14,ECLI:CE:ECHR:2016:0927JUD006785614,001-174848
23496/13,ECLI:CE:ECHR:2016:0927JUD002349613,001-174839
12878/10,ECLI:CE:ECHR:2016:0908JUD001287810,001-205579
74858/12,ECLI:CE:ECHR:2016:0908JUD001287810,001-205579
8673/13,ECLI:CE:ECHR:2016:0721JUD000867313,001-167599
62547/09,ECLI:CE:ECHR:2016:0721JUD006254709,001-167614
38054/05,ECLI:CE:ECHR:2016:0719JUD003805405,001-206576
38092/05,ECLI:CE:ECHR:2016:0719JUD003805405,001-206576
2178/07,ECLI:CE:ECHR:2016:0719JUD003805405,001-206576
21770/07,ECLI:CE:ECHR:2016:0719JUD003805405,001-206576
4708/09,ECLI:CE:ECHR:2016:0719JUD003805405,001-206576
46303/10,ECLI:CE:ECHR:2016:0719JUD003805405,001-206576
70688/10,ECLI:CE:ECHR:2016:0719JUD003805405,001-206576
30537/11,ECLI:CE:ECHR:2016:0719JUD003805405,001-206576
43594/11,ECLI:CE:ECHR:2016:0719JUD003805405,001-206576
21497/13,ECLI:CE:ECHR:2016:0719JUD002149713,001-174850
21907/13,ECLI:CE:ECHR:2016:0719JUD002149713,001-174850
2586/07,ECLI:CE:ECHR:2016:0712JUD000258607,001-181519
19552/05,ECLI:CE:ECHR:2016:0712JUD001955205,001-168787
29453/07,ECLI:CE:ECHR:2016:0705JUD002945307,001-176065
14130/14,ECLI:CE:ECHR:2016:0628JUD001413014,001-174851
11984/06,ECLI:CE:ECHR:2016:0616JUD001198406,001-181555
43045/08,ECLI:CE:ECHR:2016:0614JUD004304508,001-176070
61604/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
62492/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
62499/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
62658/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
62668/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
63100/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
63108/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
63123/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
63137/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
63145/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
63356/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
63494/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
63510/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
63587/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
64856/10,ECLI:CE:ECHR:2016:0524JUD006160410,001-174855
60790/12,ECLI:CE:ECHR:2016:0519JUD006079012,001-170586
34333/10,ECLI:CE:ECHR:2016:0519JUD003433310,001-167593
7159/12,ECLI:CE:ECHR:2016:0517JUD000715912,001-174856
53421/11,ECLI:CE:ECHR:2016:0426JUD005342111,001-176347
62208/13,ECLI:CE:ECHR:2016:0419JUD006220813,001-174857
65811/13,ECLI:CE:ECHR:2016:0407JUD006581113,001-167584
33148/11,ECLI:CE:ECHR:2016:0407JUD003314811,001-205584
33151/11,ECLI:CE:ECHR:2016:0407JUD003314811,001-205584
33823/11,ECLI:CE:ECHR:2016:0407JUD003314811,001-205584
46103/11,ECLI:CE:ECHR:2016:0407JUD003314811,001-205584
72334/11,ECLI:CE:ECHR:2016:0407JUD003314811,001-205584
78960/11,ECLI:CE:ECHR:2016:0407JUD003314811,001-205584
44685/09,ECLI:CE:ECHR:2016:0407JUD004468509,001-167590
33839/11,ECLI:CE:ECHR:2016:0407JUD003383911,001-205586
32382/11,ECLI:CE:ECHR:2016:0407JUD003238211,001-205585
34828/10,ECLI:CE:ECHR:2016:0407JUD003482810,001-167601
11674/11,ECLI:CE:ECHR:2016:0407JUD003482810,001-167601
46811/11,ECLI:CE:ECHR:2016:0407JUD004681111,001-167605
17154/10,ECLI:CE:ECHR:2016:0407JUD001715410,001-167613
45772/11,ECLI:CE:ECHR:2016:0407JUD001715410,001-167613
22080/09,ECLI:CE:ECHR:2016:0405JUD002208009,001-174818
56465/13,ECLI:CE:ECHR:2016:0405JUD002208009,001-174818
73656/14,ECLI:CE:ECHR:2016:0405JUD002208009,001-174818
75971/14,ECLI:CE:ECHR:2016:0405JUD002208009,001-174818
626/15,ECLI:CE:ECHR:2016:0405JUD002208009,001-174818
629/15,ECLI:CE:ECHR:2016:0405JUD002208009,001-174818
634/15,ECLI:CE:ECHR:2016:0405JUD002208009,001-174818
1906/15,ECLI:CE:ECHR:2016:0405JUD002208009,001-174818
42329/09,ECLI:CE:ECHR:2016:0322JUD004232909,001-176343
63584/10,ECLI:CE:ECHR:2016:0317JUD006358410,001-167588
72018/10,ECLI:CE:ECHR:2016:0317JUD006358410,001-167588
72793/10,ECLI:CE:ECHR:2016:0317JUD006358410,001-167588
39868/11,ECLI:CE:ECHR:2016:0317JUD006358410,001-167588
66098/14,ECLI:CE:ECHR:2016:0317JUD006609814,001-167597
5207/10,ECLI:CE:ECHR:2016:0317JUD000520710,001-205583
24468/10,ECLI:CE:ECHR:2016:0317JUD000520710,001-205583
36228/10,ECLI:CE:ECHR:2016:0317JUD000520710,001-205583
39492/10,ECLI:CE:ECHR:2016:0317JUD000520710,001-205583
39495/10,ECLI:CE:ECHR:2016:0317JUD000520710,001-205583
40751/10,ECLI:CE:ECHR:2016:0317JUD000520710,001-205583
48522/10,ECLI:CE:ECHR:2016:0317JUD000520710,001-205583
73818/11,ECLI:CE:ECHR:2016:0315JUD007381811,001-162093
19420/12,ECLI:CE:ECHR:2016:0315JUD007381811,001-162093
24710/11,ECLI:CE:ECHR:2016:0315JUD002471011,001-176335
47530/13,ECLI:CE:ECHR:2016:0308JUD004753013,001-163076
75879/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
75880/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
75884/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
75886/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
75890/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
75907/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
75935/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
75943/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
75962/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
76020/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
76023/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
76029/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
76071/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
76360/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
76392/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
76395/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
76454/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
76455/14,ECLI:CE:ECHR:2016:0308JUD007587914,001-174860
51923/12,ECLI:CE:ECHR:2016:0218JUD005192312,001-167607
36630/11,ECLI:CE:ECHR:2016:0209JUD003663011,001-176323
11/05,ECLI:CE:ECHR:2016:0202JUD000001105,001-163485
21225/10,ECLI:CE:ECHR:2016:0126JUD002122510,001-176337
54602/11,ECLI:CE:ECHR:2016:0112JUD005460211,001-176352
40279/14,ECLI:CE:ECHR:2016:0107JUD004027914,001-165798
28471/10,ECLI:CE:ECHR:2016:0107JUD002847110,001-166444
35267/11,ECLI:CE:ECHR:2016:0107JUD002847110,001-166444
44851/11,ECLI:CE:ECHR:2016:0107JUD002847110,001-166444
66773/11,ECLI:CE:ECHR:2016:0107JUD002847110,001-166444
8675/06,ECLI:CE:ECHR:2016:0107JUD000867506,001-176091
60826/10,ECLI:CE:ECHR:2016:0107JUD000867506,001-176091
27616/11,ECLI:CE:ECHR:2016:0107JUD000867506,001-176091
67634/11,ECLI:CE:ECHR:2016:0107JUD000867506,001-176091
74155/13,ECLI:CE:ECHR:2016:0107JUD000867506,001-176091
1152/14,ECLI:CE:ECHR:2016:0107JUD000867506,001-176091
10538/14,ECLI:CE:ECHR:2016:0107JUD000867506,001-176091
41786/14,ECLI:CE:ECHR:2016:0107JUD000867506,001-176091
77155/12,ECLI:CE:ECHR:2016:0107JUD007715512,001-166584
63070/13,ECLI:CE:ECHR:2016:0107JUD007715512,001-166584
73318/13,ECLI:CE:ECHR:2016:0107JUD007715512,001-166584
28679/14,ECLI:CE:ECHR:2016:0107JUD007715512,001-166584
31582/14,ECLI:CE:ECHR:2016:0107JUD007715512,001-166584
31593/14,ECLI:CE:ECHR:2016:0107JUD007715512,001-166584
45258/14,ECLI:CE:ECHR:2016:0107JUD007715512,001-166584
52347/14,ECLI:CE:ECHR:2016:0107JUD007715512,001-166584
52925/14,ECLI:CE:ECHR:2016:0107JUD007715512,001-166584
55101/14,ECLI:CE:ECHR:2016:0107JUD007715512,001-166584
25932/09,ECLI:CE:ECHR:2015:1210JUD002593209,001-163547
12639/11,ECLI:CE:ECHR:2015:1210JUD001263911,001-166448
52590/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
55386/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
55816/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
56627/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
56707/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
56744/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
57773/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
58872/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
60251/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
60310/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
65431/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
67399/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
67452/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
75335/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
75400/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
75403/10,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
578/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
13912/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
15407/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
15418/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
17227/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
22522/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
27883/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
28214/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
28297/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
28337/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
28353/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
28358/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
31710/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
31771/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
31778/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
31781/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
33864/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
33885/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
33906/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
37183/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
37195/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
37655/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
37698/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
38065/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41378/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41384/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41413/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41414/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41416/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41417/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41419/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41428/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41502/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41630/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41674/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
41692/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
42549/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
42613/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
42884/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
42886/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
43052/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
43056/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
44315/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
44348/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
44378/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
44545/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
44586/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
44618/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
44702/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
45408/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
47543/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
50125/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
50134/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
50138/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
50166/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
50374/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
65908/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
65914/11,ECLI:CE:ECHR:2015:1117JUD005259010,001-174849
42981/06,ECLI:CE:ECHR:2015:1112JUD004298106,001-191190
25038/08,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
64376/09,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
64399/09,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
347/10,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
1376/10,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
4036/10,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
12889/10,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
20240/10,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
29442/10,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
29617/10,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
33154/11,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
2032/12,ECLI:CE:ECHR:2015:1110JUD002503808,001-205588
54734/12,ECLI:CE:ECHR:2015:1105JUD005473412,001-171857
54672/13,ECLI:CE:ECHR:2015:1105JUD005473412,001-171857
68941/13,ECLI:CE:ECHR:2015:1105JUD005473412,001-171857
72862/13,ECLI:CE:ECHR:2015:1105JUD005473412,001-171857
76691/13,ECLI:CE:ECHR:2015:1105JUD005473412,001-171857
2633/14,ECLI:CE:ECHR:2015:1105JUD005473412,001-171857
